time,db,mem,slot,bps,peers
1601464266,0,-9,-9,-9
1601464267,0,-9,-9,-9
1601464268,0,-9,-9,-9
1601464269,0,-9,-9,-9
1601464270,0,-9,-9,-9
1601464271,0,-9,-9,-9
1601464272,0,-9,-9,-9
1601464273,0,-9,-9,-9
1601464274,0,-9,-9,-9
1601464275,0,-9,-9,-9
1601464276,0,-9,-9,-9
1601464277,0,-9,-9,-9
1601464278,0,-9,-9,-9
1601464279,0,-9,-9,-9
1601464280,0,-9,-9,-9
1601464281,0,-9,-9,-9
1601464282,0,-9,-9,-9
1601464283,0,-9,-9,-9
1601464284,0,-9,-9,-9
1601464285,0,-9,-9,-9
1601464286,0,-9,-9,-9
1601464287,0,-9,-9,-9
1601464288,0,-9,-9,-9
1601464289,0,-9,-9,-9
1601464290,0,-9,-9,-9
1601464291,0,-9,-9,-9
1601464292,0,-9,-9,-9
1601464293,0,-9,-9,-9
1601464294,0,-9,-9,-9
1601464295,0,-9,-9,-9
1601464296,0,-9,-9,-9
1601464297,0,-9,-9,-9
1601464298,0,-9,-9,-9
1601464299,0,-9,-9,-9
1601464300,0,-9,-9,-9
1601464301,0,-9,-9,-9
1601464302,0,-9,-9,-9
1601464303,0,-9,-9,-9
1601464304,0,-9,-9,-9
1601464305,0,-9,-9,-9
1601464306,0,-9,-9,-9
1601464307,0,-9,-9,-9
1601464308,0,-9,-9,-9
1601464309,0,-9,-9,-9
1601464310,0,-9,-9,-9
1601464311,0,-9,-9,-9
1601464312,0,-9,-9,-9
1601464313,0,-9,-9,-9
1601464314,0,-9,-9,-9
1601464315,0,-9,-9,-9
1601464316,0,-9,-9,-9
1601464317,0,-9,-9,-9
1601464318,0,-9,-9,-9
1601464319,0,-9,-9,-9
1601464320,0,-9,-9,-9
1601464321,0,-9,-9,-9
1601464322,0,-9,-9,-9
1601464323,0,-9,-9,-9
1601464324,0,-9,-9,-9
1601464325,0,-9,-9,-9
1601464326,0,-9,-9,-9
1601464327,0,-9,-9,-9
1601464329,0,-9,-9,-9
1601464330,0,-9,-9,-9
1601464331,0,-9,-9,-9
1601464332,0,-9,-9,-9
1601464333,8421376,72785920,0,0
1601464334,8421376,79937536,0,0
1601464335,8421376,81448960,0,0
1601464336,8421376,81965056,0,0
1601464337,8421376,84426752,0,0
1601464338,8421376,89280512,0,0
1601464339,8421376,89419776,0,0
1601464340,8421376,90136576,0,0
1601464341,8421376,105476096,0,0
1601464342,9650176,112205824,0,0
1601464343,9650176,117030912,0,0
1601464344,13426688,131596288,0,0
1601464345,13426688,141352960,0,0
1601464346,18944000,140754944,0,0
1601464347,18944000,162648064,0,0
1601464348,26198016,162648064,0,0
1601464349,26198016,174923776,0,0
1601464350,35188736,174456832,0,0
1601464351,35188736,175271936,0,0
1601464352,35188736,180109312,0,0
1601464353,35188736,210767872,0,0
1601464354,35188736,210944000,0,0
1601464355,35188736,211316736,0,0
1601464356,35188736,211623936,0,0
1601464357,47652864,212066304,0,0
1601464358,47652864,212348928,0,0
1601464359,47652864,212348928,0,0
1601464360,47652864,214024192,0,0
1601464361,47652864,214024192,0,0
1601464362,47652864,214024192,0,0
1601464363,47652864,214024192,0,0
1601464364,47652864,237318144,0,0
1601464365,47652864,237563904,0,0
1601464366,47652864,237834240,0,0
1601464368,47652864,265428992,0,0
1601464369,47652864,267509760,0,0
1601464370,47652864,267563008,0,0
1601464371,47652864,267575296,0,0
1601464372,64462848,299704320,0,0
1601464373,64462848,299704320,0,0
1601464374,64462848,299843584,0,0
1601464375,64462848,299913216,0,0
1601464376,64462848,300376064,0,0
1601464377,64462848,300527616,0,0
1601464378,64462848,300863488,0,0
1601464379,64462848,318988288,0,0
1601464380,64462848,323067904,0,0
1601464381,86491136,388726784,0,0
1601464382,86491136,436228096,0,0
1601464383,86491136,436228096,0,0
1601464384,86491136,436228096,0,0
1601464385,86491136,436228096,0,0
1601464386,86491136,436228096,0,0
1601464387,86491136,436228096,0,0
1601464388,86491136,436228096,0,0
1601464389,86491136,436228096,0,0
1601464390,86491136,436637696,0,0
1601464391,86491136,436883456,0,0
1601464392,86491136,440074240,0,0
1601464393,116346880,454270976,0,0
1601464394,116346880,454275072,0,0
1601464395,116346880,455163904,0,0
1601464396,116346880,455307264,0,0
1601464397,116346880,455380992,0,0
1601464398,116346880,455380992,0,0
1601464399,116346880,463331328,0,0
1601464400,116346880,463331328,0,0
1601464401,116346880,463335424,0,0
1601464402,116346880,481144832,0,0
1601464403,116346880,481292288,0,0
1601464405,116346880,481296384,0,0
1601464406,116346880,504913920,0,0
1601464407,116346880,504979456,0,0
1601464408,116346880,504979456,0,0
1601464409,116346880,504987648,0,0
1601464410,116346880,504987648,0,0
1601464411,116346880,504987648,0,0
1601464412,116346880,505061376,0,0
1601464413,116346880,505061376,0,0
1601464414,155766784,501501952,0,0
1601464415,155766784,501829632,0,0
1601464416,155766784,502996992,0,0
1601464417,155766784,503689216,0,0
1601464418,155766784,504025088,0,0
1601464419,155766784,504025088,0,0
1601464420,155766784,504201216,0,0
1601464421,155766784,625172480,0,0
1601464422,155766784,669138944,0,0
1601464423,155766784,669401088,0,0
1601464424,155766784,669401088,0,0
1601464425,155766784,669401088,0,0
1601464426,155766784,669401088,0,0
1601464427,155766784,669401088,0,0
1601464428,155766784,670052352,0,0
1601464429,155766784,670052352,0,0
1601464430,155766784,670052352,0,0
1601464431,155766784,670052352,0,0
1601464432,155766784,670052352,0,0
1601464433,155766784,670052352,0,0
1601464434,155766784,681402368,0,0
1601464435,155766784,730537984,0,0
1601464436,155766784,730537984,0,0
1601464437,155766784,737263616,0,0
1601464438,155766784,740388864,0,0
1601464439,155766784,745906176,0,0
1601464440,155766784,745906176,0,0
1601464442,155766784,745910272,0,0
1601464443,155766784,745910272,0,0
1601464444,155766784,745975808,0,0
1601464445,155766784,754118656,0,0
1601464446,208195584,754184192,0,0
1601464447,208195584,754266112,0,0
1601464448,208195584,754315264,0,0
1601464449,208195584,754315264,0,0
1601464450,208195584,781574144,0,0
1601464451,208195584,819392512,0,0
1601464452,208195584,819683328,0,0
1601464453,208195584,819818496,0,0
1601464454,208195584,819949568,0,0
1601464455,208195584,819994624,0,0
1601464456,208195584,820551680,0,0
1601464457,208195584,820551680,0,0
1601464458,208195584,836702208,0,0
1601464459,208195584,894726144,0,0
1601464460,208195584,894726144,0,0
1601464461,208195584,894726144,0,0
1601464462,208195584,894726144,0,0
1601464463,208195584,895586304,0,0
1601464464,208195584,895586304,0,0
1601464465,208195584,895586304,0,0
1601464466,208195584,896569344,0,0
1601464467,208195584,896704512,0,0
1601464468,208195584,896856064,0,0
1601464469,208195584,896933888,0,0
1601464470,208195584,897089536,0,0
1601464471,208195584,900263936,0,0
1601464472,208195584,900780032,0,3
1601464473,208195584,900792320,0,3
1601464474,208195584,901001216,0,3
1601464475,208195584,901292032,0,3
1601464476,208195584,902053888,0,3
1601464478,208195584,902414336,0,5
1601464479,208195584,902832128,0,5
1601464480,208195584,902901760,0,5
1601464481,208195584,903331840,63,5
1601464482,208195584,909512704,63,5
1601464483,208195584,909586432,63,5
1601464484,208195584,909651968,63,8
1601464485,208195584,910249984,127,9
